Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
758,Kasper Dolberg,dk DEN,FW,Sevilla,es La Liga,25-222,1997,4,2,197,2.2,0,1,1,0,0,0,0,0,0,0,0.4,0.4,2,2,9,0,0.46,0.46,0,0.46,0.02,0.18,0.2,0.02,0.2,Matches,cc83b74d
759,Kasper Dolberg,dk DEN,FWMF,Hoffenheim,de Bundesliga,25-222,1997,13,4,402,4.5,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,4,4,20,0.22,0,0.22,0.22,0.22,0.11,0.1,0.21,0.11,0.21,Matches,cc83b74d
760,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,22-094,2001,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,3521abfe
761,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,24-322,1998,29,24,2150,23.9,3,2,5,3,0,0,9,0,2.3,2.3,2.3,4.5,37,129,77,0.13,0.08,0.21,0.13,0.21,0.1,0.09,0.19,0.1,0.19,Matches,20b3a502
762,John Donald,es ESP,MFDF,Elche,es La Liga,22-259,2000,10,9,732,8.1,0,0,0,0,0,0,2,1,0,0,0.1,0.1,1,17,1,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,5e95c000
763,Giulio Donati,it ITA,DF,Monza,it Serie A,33-100,1990,8,4,422,4.7,1,0,1,1,0,0,4,1,0.4,0.4,0.1,0.5,4,21,8,0.21,0,0.21,0.21,0.21,0.08,0.02,0.11,0.08,0.11,Matches,22051fbe
764,Kyliane Dong,fr FRA,DFMF,Troyes,fr Ligue 1,18-231,2004,4,0,68,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,0,8,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches,836dc4a8
765,Jordan Dongmo,cm CMR,MF,Troyes,fr Ligue 1,22-106,2001,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1b5b32d2
766,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,24-080,1999,35,35,3150,35,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,08f5afaa
767,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,25-121,1998,9,3,303,3.4,0,0,0,0,0,0,1,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,Matches,7f73bdf4
768,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,25-148,1997,36,36,3229,35.9,3,0,3,3,0,0,4,0,5.1,5.1,0.2,5.3,17,145,15,0.08,0,0.08,0.08,0.08,0.14,0.01,0.15,0.14,0.15,Matches,67ac5bb8
769,Jodel Dossou,bj BEN,MFDF,Clermont Foot,fr Ligue 1,31-060,1992,9,2,258,2.9,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,8,6,23,0.35,0,0.35,0.35,0.35,0.15,0.05,0.21,0.15,0.21,Matches,a1dbfcb1
770,Lohann Doucet,fr FRA,MFFW,Nantes,fr Ligue 1,20-244,2002,9,0,91,1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,2,9,1,0,0,0,0,0,0.05,0.15,0.2,0.05,0.2,Matches,dff0c299
771,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,30-135,1993,23,15,1353,15,4,2,6,4,0,0,6,1,2.2,2.2,2,4.2,21,36,58,0.27,0.13,0.4,0.27,0.4,0.15,0.13,0.28,0.15,0.28,Matches,02b29014
772,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,23-128,2000,32,32,2612,29,0,3,3,0,0,0,10,1,1.3,1.3,1.9,3.2,15,132,13,0,0.1,0.1,0,0.1,0.04,0.07,0.11,0.04,0.11,Matches,ce4f40c7
773,Ckene Doucouré,km COM,FWMF,Lorient,fr Ligue 1,21-038,2002,11,0,127,1.4,0,1,1,0,0,0,0,0,0.7,0.7,0.6,1.3,5,5,18,0,0.71,0.71,0,0.71,0.51,0.44,0.94,0.51,0.94,Matches,92d90c8f
774,Désiré Doué,fr FRA,MFFW,Rennes,fr Ligue 1,17-347,2005,24,11,1099,12.2,3,1,4,3,0,0,5,0,1.6,1.6,1.5,3.1,37,57,81,0.25,0.08,0.33,0.25,0.33,0.13,0.12,0.25,0.13,0.25,Matches,9e7483ff
775,Guela Doué,fr FRA,FWMF,Rennes,fr Ligue 1,20-211,2002,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,Matches,b4ef3fb5
776,Ismaël Doukouré,fr FRA,DFMF,Strasbourg,fr Ligue 1,19-296,2003,25,22,2027,22.5,1,1,2,1,0,0,5,0,0.2,0.2,0.4,0.6,23,91,16,0.04,0.04,0.09,0.04,0.09,0.01,0.02,0.03,0.01,0.03,Matches,0512a60a
777,Kamory Doumbia,ml MLI,MF,Reims,fr Ligue 1,20-087,2003,25,13,1141,12.7,2,2,4,1,1,1,0,0,3.7,2.9,2.9,5.8,28,82,81,0.16,0.16,0.32,0.08,0.24,0.29,0.23,0.52,0.23,0.46,Matches,9226aa22
778,Souleyman Doumbia,ci CIV,DFFW,Angers,fr Ligue 1,26-234,1996,24,21,1790,19.9,0,0,0,0,0,0,2,1,1,1,1.6,2.6,52,58,95,0,0,0,0,0,0.05,0.08,0.13,0.05,0.13,Matches,9daeac61
779,Flynn Downes,eng ENG,MF,West Ham,eng Premier League,24-116,1999,20,6,677,7.5,0,0,0,0,0,0,2,0,0.4,0.4,0,0.5,3,16,11,0,0,0,0,0,0.06,0.01,0.06,0.06,0.06,Matches,69fdb896
780,Bartłomiej Drągowski,pl POL,GK,Spezia,it Serie A,25-270,1997,32,32,2766,30.7,0,1,1,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0.03,0.03,0,0.03,0,0,0,0,0,Matches,085e71a7
781,Cody Drameh,eng ENG,DF,Leeds United,eng Premier League,21-159,2001,1,1,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,Matches,e0d1510a
782,Dion Drena Beljo,hr CRO,FW,Augsburg,de Bundesliga,21-076,2002,16,14,1022,11.4,3,2,5,3,0,0,1,0,1.6,1.6,1.6,3.2,11,15,38,0.26,0.18,0.44,0.26,0.44,0.14,0.14,0.28,0.14,0.28,Matches,9a2e3a23
783,Dominick Drexler,de GER,MFFW,Schalke 04,de Bundesliga,32-355,1990,25,15,1240,13.8,4,3,7,4,0,0,3,1,2.4,2.4,2,4.4,14,46,62,0.29,0.22,0.51,0.29,0.51,0.17,0.14,0.32,0.17,0.32,Matches,809940aa
784,Domingos Duarte,pt POR,DF,Getafe,es La Liga,28-067,1995,30,30,2644,29.4,0,2,2,0,0,0,11,1,1.3,1.3,0.8,2.1,6,63,0,0,0.07,0.07,0,0.07,0.04,0.03,0.07,0.04,0.07,Matches,93090f69
785,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,34-121,1989,1,0,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3a949a25
786,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,29-070,1994,32,32,2673,29.7,12,5,17,12,0,1,4,0,10.6,9.8,4.8,14.7,31,54,206,0.4,0.17,0.57,0.4,0.57,0.36,0.16,0.52,0.33,0.49,Matches,638a4d71
787,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,28-162,1994,15,11,1063,11.8,0,0,0,0,0,0,4,0,0.8,0.8,0.3,1.1,15,44,22,0,0,0,0,0,0.07,0.03,0.1,0.07,0.1,Matches,79ca3e23
788,Ondrej Duda,sk SVK,MF,Köln,de Bundesliga,28-162,1994,13,9,689,7.7,0,0,0,0,0,0,4,0,0.7,0.7,0.7,1.4,12,40,33,0,0,0,0,0,0.1,0.09,0.18,0.1,0.18,Matches,79ca3e23
789,Shane Duffy,ie IRL,DFFW,Fulham,eng Premier League,31-135,1992,5,0,20,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0.7,0,0.7,0.7,0.7,Matches,7314bba4
790,Rémy Dugimont,fr FRA,FWMF,Auxerre,fr Ligue 1,36-319,1986,11,0,113,1.3,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,2,8,12,0,0.8,0.8,0,0.8,0.1,0.22,0.32,0.1,0.32,Matches,6d7ede84
791,Denzel Dumfries,nl NED,DF,Inter,it Serie A,27-028,1996,31,23,2021,22.5,1,4,5,1,0,0,4,0,3.5,3.5,4.7,8.2,58,56,168,0.04,0.18,0.22,0.04,0.22,0.16,0.21,0.37,0.16,0.37,Matches,481c9ece
792,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,30-067,1993,22,10,882,9.8,1,0,1,1,0,0,3,0,0.4,0.4,0.4,0.8,15,57,25,0.1,0,0.1,0.1,0.1,0.04,0.04,0.08,0.04,0.08,Matches,528492ea
793,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,31-176,1991,34,34,3059,34,1,0,1,1,0,0,4,0,1.7,1.7,1,2.7,19,151,5,0.03,0,0.03,0.03,0.03,0.05,0.03,0.08,0.05,0.08,Matches,282f75f3
794,Maxime Dupé,fr FRA,GK,Toulouse,fr Ligue 1,30-073,1993,35,35,3150,35,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0e12089d
795,Jhon Durán,co COL,FWMF,Aston Villa,eng Premier League,19-154,2003,11,0,132,1.5,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,4,4,12,0,0,0,0,0,0.38,0.02,0.4,0.38,0.4,Matches,414184f7
796,Pablo Durán,es ESP,MFDF,Celta Vigo,es La Liga,22-111,2001,4,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Matches,6db116ec
797,Hugo Duro,es ESP,FW,Valencia,es La Liga,23-187,1999,27,11,1280,14.2,1,1,2,1,0,1,5,0,3.6,2.8,1.1,3.9,9,18,62,0.07,0.07,0.14,0.07,0.14,0.25,0.08,0.33,0.19,0.27,Matches,37e103f8
798,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,25-308,1997,31,24,2261,25.1,0,0,0,0,0,0,2,0,0.4,0.4,0.7,1.1,70,137,123,0,0,0,0,0,0.02,0.03,0.04,0.02,0.04,Matches,0cbc8baa
799,Paulo Dybala,ar ARG,MFFW,Roma,it Serie A,29-182,1993,24,20,1648,18.3,11,6,17,7,4,4,4,0,8.3,5.1,6.8,12,54,69,101,0.6,0.33,0.93,0.38,0.71,0.45,0.37,0.83,0.28,0.65,Matches,e0921a4f
800,Edin Džeko,ba BIH,FW,Inter,it Serie A,37-060,1986,31,18,1685,18.7,9,3,12,9,0,0,3,0,9.6,9.6,3.2,12.8,29,64,143,0.48,0.16,0.64,0.48,0.64,0.51,0.17,0.68,0.51,0.68,Matches,3bb7f478
801,Malcolm Ebiowei,eng ENG,MFFW,Crystal Palace,eng Premier League,19-254,2003,3,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,0,0,0,0,0,0,0,0,0,Matches,fa9fa773
802,Festy Ebosele,ie IRL,DF,Udinese,it Serie A,20-287,2002,17,4,411,4.6,0,1,1,0,0,0,4,0,0.2,0.2,0.9,1.1,27,17,22,0,0.22,0.22,0,0.22,0.04,0.19,0.24,0.04,0.24,Matches,dbfa4f16
803,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,24-066,1999,20,9,930,10.3,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,11,51,20,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,9ba7b4fa
804,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,27-151,1995,24,20,1757,19.5,2,4,6,2,0,0,0,0,2.7,2.7,1.7,4.4,30,39,40,0.1,0.2,0.31,0.1,0.31,0.14,0.09,0.22,0.14,0.22,Matches,6af30900
805,Ederson,br BRA,GK,Manchester City,eng Premier League,29-272,1993,34,34,3060,34,0,1,1,0,0,0,3,0,0,0,0.2,0.2,0,0,0,0,0.03,0.03,0,0.03,0,0.01,0.01,0,0.01,Matches,3bb7b8b4
806,Éderson,br BRA,MF,Atalanta,it Serie A,23-313,1999,32,23,2046,22.7,1,1,2,1,0,0,4,0,1.8,1.8,2.3,4.1,32,88,49,0.04,0.04,0.09,0.04,0.09,0.08,0.1,0.18,0.08,0.18,Matches,a9202def
807,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,25-120,1998,33,18,1658,18.4,4,2,6,4,0,0,3,0,3.8,3.8,1.1,4.9,27,32,92,0.22,0.11,0.33,0.22,0.33,0.21,0.06,0.27,0.21,0.27,Matches,0562b7f1
808,Samuel Edozie,eng ENG,FWMF,Southampton,eng Premier League,20-108,2003,17,5,567,6.3,0,0,0,0,0,0,0,0,0.9,0.9,0.4,1.3,26,13,39,0,0,0,0,0,0.14,0.06,0.2,0.14,0.2,Matches,007414dd
809,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,26-159,1996,29,25,2271,25.2,1,2,3,1,0,0,5,0,0.9,0.9,1.4,2.3,19,89,43,0.04,0.08,0.12,0.04,0.12,0.04,0.06,0.09,0.04,0.09,Matches,beb882a8
810,Lilian Egloff,de GER,MFFW,Stuttgart,de Bundesliga,20-269,2002,10,2,241,2.7,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.7,8,7,22,0,0,0,0,0,0.13,0.15,0.28,0.13,0.28,Matches,2f7fec15
811,Íñigo Eguaras,es ESP,MF,Almería,es La Liga,31-070,1992,23,10,905,10.1,1,1,2,1,0,0,5,0,1,1,0.6,1.7,7,58,6,0.1,0.1,0.2,0.1,0.2,0.1,0.06,0.17,0.1,0.17,Matches,3e93f8cf
812,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,27-356,1995,27,16,1536,17.1,2,0,2,2,0,0,7,0,2,2,0.9,3,29,40,69,0.12,0,0.12,0.12,0.12,0.12,0.06,0.17,0.12,0.17,Matches,76b2817e
813,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,27-356,1995,1,1,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,76b2817e
814,Chidera Ejuke,ng NGA,FWMF,Hertha BSC,de Bundesliga,25-134,1998,19,9,863,9.6,0,3,3,0,0,0,0,0,1.4,1.4,1.2,2.6,37,38,66,0,0.31,0.31,0,0.31,0.15,0.13,0.27,0.15,0.27,Matches,e7f3e8a7
815,Albin Ekdal,se SWE,MF,Spezia,it Serie A,33-292,1989,28,16,1595,17.7,0,2,2,0,0,0,5,1,2.7,2.7,1.6,4.3,13,77,34,0,0.11,0.11,0,0.11,0.15,0.09,0.24,0.15,0.24,Matches,f503ea63
816,Hugo Ekitike,fr FRA,FW,Paris S-G,fr Ligue 1,20-330,2002,23,10,1045,11.6,3,4,7,3,0,0,0,0,3.3,3.3,1.6,4.9,22,22,80,0.26,0.34,0.6,0.26,0.6,0.28,0.14,0.42,0.28,0.42,Matches,5b92d896
817,Emmanuel Ekong,se SWE,FWMF,Empoli,it Serie A,20-325,2002,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.2,0,0.2,0.2,0.2,Matches,c20892ee
818,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,21-019,2002,16,5,426,4.7,0,1,1,0,0,0,0,0,0.7,0.7,0.9,1.6,12,8,28,0,0.21,0.21,0,0.21,0.15,0.19,0.34,0.15,0.34,Matches,2fba6108
819,Alberth Elis,hn HON,MFFW,Brest,fr Ligue 1,27-093,1996,9,2,250,2.8,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,7,4,19,0,0,0,0,0,0.19,0.06,0.25,0.19,0.25,Matches,104b4ad3
820,Mikael Ellertsson,is ISL,MFDF,Spezia,it Serie A,21-066,2002,11,1,171,1.9,0,0,0,0,0,0,3,0,0.1,0.1,0,0.2,3,3,4,0,0,0,0,0,0.07,0.01,0.08,0.07,0.08,Matches,c55967eb
821,Harvey Elliott,eng ENG,MFFW,Liverpool,eng Premier League,20-042,2003,30,18,1569,17.4,1,2,3,1,0,0,1,0,1.9,1.9,3.3,5.2,49,127,125,0.06,0.11,0.17,0.06,0.17,0.11,0.19,0.3,0.11,0.3,Matches,c8387671
822,Elif Elmas,mk MKD,FWMF,Napoli,it Serie A,23-234,1999,34,12,1492,16.6,6,3,9,5,1,1,4,0,3.9,3.1,1.9,5,39,64,91,0.36,0.18,0.54,0.3,0.48,0.23,0.11,0.35,0.19,0.3,Matches,cf007308
823,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,30-309,1992,5,1,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,Matches,47a34c4f
824,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,29-049,1994,22,14,1292,14.4,0,1,1,0,0,0,4,1,0.7,0.7,1,1.7,20,49,17,0,0.07,0.07,0,0.07,0.05,0.07,0.12,0.05,0.12,Matches,f7dc2ae5
825,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,26-228,1996,30,30,2646,29.4,3,0,3,3,0,0,2,0,2.5,2.5,0.3,2.9,19,76,4,0.1,0,0.1,0.1,0.1,0.09,0.01,0.1,0.09,0.1,Matches,48035304
826,Rodrigo Ely,br BRA,DF,Almería,es La Liga,29-194,1993,32,32,2795,31.1,0,1,1,0,0,0,9,1,0.7,0.7,0.7,1.5,6,45,3,0,0.03,0.03,0,0.03,0.02,0.02,0.05,0.02,0.05,Matches,fd47b4f2
827,Sepe Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,20-134,2003,31,28,2388,26.5,17,5,22,16,1,1,8,1,11.4,10.6,2.8,13.5,53,24,180,0.64,0.19,0.83,0.6,0.79,0.43,0.11,0.54,0.4,0.51,Matches,0d7b6576
828,Mohamed Elyounoussi,no NOR,MFFW,Southampton,eng Premier League,28-285,1994,31,25,2035,22.6,0,1,1,0,0,0,3,0,2.7,2.7,2.1,4.8,48,47,92,0,0.04,0.04,0,0.04,0.12,0.09,0.21,0.12,0.21,Matches,68dc0dac
829,Adri Embarba,es ESP,FWMF,Almería,es La Liga,31-009,1992,25,15,1225,13.6,2,3,5,2,0,0,5,1,2.4,2.4,3.1,5.6,54,40,101,0.15,0.22,0.37,0.15,0.37,0.18,0.23,0.41,0.18,0.41,Matches,db8f0eba
830,Adri Embarba,es ESP,FW,Espanyol,es La Liga,31-009,1992,1,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,0,2,0,0,0,0,0,0.2,0,0.2,0.2,0.2,Matches,db8f0eba
831,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,26-091,1997,29,19,1775,19.7,12,2,14,12,0,1,2,0,8.1,7.2,3.2,10.4,20,47,145,0.61,0.1,0.71,0.61,0.71,0.41,0.16,0.57,0.37,0.53,Matches,0b4f388a
832,Emerson,br BRA,DF,Tottenham,eng Premier League,24-122,1999,24,18,1571,17.5,2,1,3,2,0,0,2,1,1.6,1.6,0.6,2.3,43,74,96,0.11,0.06,0.17,0.11,0.17,0.09,0.04,0.13,0.09,0.13,Matches,df8b52a5
833,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,25-349,1997,29,16,1563,17.4,8,0,8,8,0,0,4,0,7.8,7.8,0.5,8.3,12,9,65,0.46,0,0.46,0.46,0.46,0.45,0.03,0.48,0.45,0.48,Matches,04e17fd5
834,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,30-096,1993,31,31,2742,30.5,4,2,6,4,0,0,2,0,3.6,3.6,3.9,7.5,27,156,57,0.13,0.07,0.2,0.13,0.2,0.12,0.13,0.25,0.12,0.25,Matches,c149016b
835,Arne Engels,be BEL,MF,Augsburg,de Bundesliga,19-250,2003,16,16,1269,14.1,0,3,3,0,0,0,5,0,0.5,0.5,2.1,2.5,6,52,19,0,0.21,0.21,0,0.21,0.03,0.15,0.18,0.03,0.18,Matches,554bcc91
836,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,31-091,1992,25,23,1869,20.8,1,7,8,1,0,0,3,0,4,4,3.9,7.9,20,153,60,0.05,0.34,0.39,0.05,0.39,0.19,0.19,0.38,0.19,0.38,Matches,980522ec
837,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,25-112,1998,26,24,2151,23.9,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,7,61,1,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches,0fee6bda
838,Gonzalo Escalante,ar ARG,MF,Cremonese,it Serie A,30-050,1993,9,7,555,6.2,0,1,1,0,0,0,0,1,0.2,0.2,0.2,0.4,3,30,8,0,0.16,0.16,0,0.16,0.03,0.04,0.07,0.03,0.07,Matches,3f79a1c8
839,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,30-050,1993,10,9,780,8.7,3,0,3,3,0,0,3,0,2,2,0.4,2.4,1,37,6,0.35,0,0.35,0.35,0.35,0.23,0.05,0.28,0.23,0.28,Matches,3f79a1c8
840,Sergio Escudero,es ESP,DF,Valladolid,es La Liga,33-256,1989,20,16,1339,14.9,1,0,1,1,0,0,3,0,1.5,1.5,1,2.5,15,37,36,0.07,0,0.07,0.07,0.07,0.1,0.07,0.17,0.1,0.17,Matches,b0616e3d
841,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,31-131,1992,32,31,2762,30.7,0,4,4,0,0,0,7,0,1.5,1.5,3.1,4.6,46,94,112,0,0.13,0.13,0,0.13,0.05,0.1,0.15,0.05,0.15,Matches,db001fa9
842,Bernardo Espinosa,co COL,DF,Girona,es La Liga,33-309,1989,17,12,1027,11.4,1,1,2,1,0,0,4,0,1.1,1.1,0,1.1,8,25,3,0.09,0.09,0.18,0.09,0.18,0.09,0,0.1,0.09,0.1,Matches,4242011c
843,Salvatore Esposito,it ITA,MF,Spezia,it Serie A,22-221,2000,12,7,702,7.8,1,0,1,1,0,0,3,1,0.3,0.3,1.3,1.6,3,38,8,0.13,0,0.13,0.13,0.13,0.04,0.17,0.21,0.04,0.21,Matches,5cf5c9ad
844,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,20-355,2002,20,15,1376,15.3,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.6,9,37,1,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches,1a066e69
845,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,25-115,1998,31,28,2360,26.2,1,5,6,1,0,0,4,0,1.5,1.5,4.7,6.3,80,139,166,0.04,0.19,0.23,0.04,0.23,0.06,0.18,0.24,0.06,0.24,Matches,d38fdf53
846,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,35-133,1988,11,10,899,10,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,6,32,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,f8fcd2a5
847,Edu Expósito,es ESP,MF,Espanyol,es La Liga,26-288,1996,25,12,1063,11.8,2,2,4,2,0,0,3,1,0.6,0.6,2.2,2.8,18,62,53,0.17,0.17,0.34,0.17,0.34,0.05,0.19,0.23,0.05,0.23,Matches,283c7121
848,Eberechi Eze,eng ENG,MFFW,Crystal Palace,eng Premier League,24-321,1998,36,28,2456,27.3,10,3,13,9,1,1,3,0,6.4,5.6,3.9,9.5,64,120,109,0.37,0.11,0.48,0.33,0.44,0.24,0.14,0.38,0.21,0.35,Matches,ae4fc6a4
849,Kimberly Ezekwem,de GER,DF,Freiburg,de Bundesliga,21-331,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches,56e6a1c9
850,Nicolás Ezequiel Fernández,ar ARG,MFDF,Elche,es La Liga,23-125,2000,16,2,424,4.7,0,1,1,0,0,0,2,0,0.4,0.4,0.7,1.1,17,25,45,0,0.21,0.21,0,0.21,0.09,0.14,0.23,0.09,0.23,Matches,3409de86
851,Abdessamad Ezzalzouli,ma MAR,FWMF,Osasuna,es La Liga,21-150,2001,25,16,1266,14.1,4,2,6,4,0,0,3,2,2.4,2.4,1.8,4.2,76,38,119,0.28,0.14,0.43,0.28,0.43,0.17,0.13,0.3,0.17,0.3,Matches,bed68338
852,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,38-028,1985,34,34,2931,32.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9328b835
853,Fabinho,br BRA,MF,Liverpool,eng Premier League,29-205,1993,34,29,2535,28.2,0,1,1,0,0,0,10,0,0.7,0.7,1.9,2.6,12,142,36,0,0.04,0.04,0,0.04,0.03,0.07,0.09,0.03,0.09,Matches,7f3b388c
854,Fábio,br BRA,DFMF,Nantes,fr Ligue 1,32-311,1990,6,3,224,2.5,0,0,0,0,0,0,1,1,0.2,0.2,0.6,0.8,4,11,18,0,0,0,0,0,0.08,0.24,0.32,0.08,0.32,Matches,bc7b4580
855,Noah Fadiga,sn SEN,DF,Brest,fr Ligue 1,23-164,1999,21,16,1308,14.5,1,0,1,1,0,0,2,0,0.7,0.7,0.1,0.8,43,63,36,0.07,0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,Matches,83f03b07
856,Wout Faes,be BEL,DF,Leicester City,eng Premier League,25-043,1998,29,29,2606,29,0,2,2,0,0,0,6,1,0.9,0.9,0.6,1.5,11,72,2,0,0.07,0.07,0,0.07,0.03,0.02,0.05,0.03,0.05,Matches,9c221d14
857,Wout Faes,be BEL,DF,Reims,fr Ligue 1,25-043,1998,3,3,270,3,0,0,0,0,0,0,2,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,Matches,9c221d14
858,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,22-093,2001,26,17,1521,16.9,3,3,6,3,0,0,3,0,1.5,1.5,1.3,2.8,27,56,56,0.18,0.18,0.36,0.18,0.36,0.09,0.08,0.17,0.09,0.17,Matches,366be751
859,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,34-231,1988,11,11,935,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1e43fad8
860,Romain Faivre,fr FRA,MFFW,Lorient,fr Ligue 1,24-306,1998,13,11,984,10.9,2,3,5,2,0,0,0,0,1.9,1.9,1.7,3.6,55,48,49,0.18,0.27,0.46,0.18,0.46,0.17,0.16,0.33,0.17,0.33,Matches,745ca0a3
861,Romain Faivre,fr FRA,MF,Lyon,fr Ligue 1,24-306,1998,10,3,300,3.3,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,14,24,16,0,0.3,0.3,0,0.3,0.05,0.09,0.14,0.05,0.14,Matches,745ca0a3
862,Radamel Falcao,co COL,FWMF,Rayo Vallecano,es La Liga,37-095,1986,23,3,565,6.3,2,0,2,1,1,1,4,0,2.8,2,0.1,2.1,1,13,50,0.32,0,0.32,0.16,0.16,0.45,0.01,0.45,0.32,0.33,Matches,66116290
